--------- beginning of main
08-02 16:05:57.540  1534  1534 W auditd  : type=2000 audit(0.0:1): initialized
08-02 16:05:58.240  1534  1534 I auditd  : type=1403 audit(0.0:2): policy loaded auid=4294967295 ses=4294967295
08-02 16:05:58.250  1534  1534 W auditd  : type=1404 audit(0.0:3): enforcing=1 old_enforcing=0 auid=4294967295 ses=4294967295
08-02 16:05:58.900     1     1 W init    : type=1400 audit(0.0:4): avc: denied { setattr } for name="slabinfo" dev="proc" ino=4026532040 scontext=u:r:init:s0 tcontext=u:object_r:proc:s0 tclass=file permissive=0
08-02 16:05:58.900     1     1 W init    : type=1400 audit(0.0:5): avc: denied { setattr } for name="slabinfo" dev="proc" ino=4026532040 scontext=u:r:init:s0 tcontext=u:object_r:proc:s0 tclass=file permissive=0
08-02 16:05:58.905  1535  1535 I SELinux : SELinux: Loaded service_contexts from:
08-02 16:05:59.596  1608  1608 I qemu-props: successfully set property 'vendor.qemu.sf.fake_camera' to 'back'
08-02 16:05:59.596  1608  1608 I qemu-props: receiving..
08-02 16:05:59.596  1608  1608 I qemu-props: received: dalvik.vm.heapsize=512m
08-02 16:05:59.596  1608  1608 I qemu-props: receiving..
08-02 16:05:59.596  1608  1608 I qemu-props: received: qemu.hw.mainkeys=0
08-02 16:05:59.597  1608  1608 I qemu-props: successfully set property 'qemu.hw.mainkeys' to '0'
08-02 16:05:59.597  1608  1608 I qemu-props: receiving..
08-02 16:05:59.597  1608  1608 I qemu-props: received: qemu.sf.lcd_density=420
08-02 16:05:59.598  1608  1608 I qemu-props: successfully set property 'vendor.qemu.sf.lcd_density' to '420'
08-02 16:05:59.598  1608  1608 I qemu-props: receiving..
08-02 16:05:59.598  1608  1608 I qemu-props: received: qemu.timezone=Europe/Tallinn
08-02 16:05:59.598  1608  1608 I qemu-props: successfully set property 'vendor.qemu.timezone' to 'Europe/Tallinn'
08-02 16:05:59.598  1608  1608 I qemu-props: receiving..
--------- beginning of system
08-02 16:05:59.625  1604  1604 I android.hardware.wifi@1.0-service: Wifi Hal is booting up...
08-02 16:05:59.625  1604  1604 I ServiceManagement: Removing namespace from process name android.hardware.wifi@1.0-service to wifi@1.0-service.
08-02 16:05:59.643  1536  1536 W hwservicemanager: getTransport: Cannot find entry android.hardware.thermal@1.1::IThermal/default in either framework or device manifest.
08-02 16:05:59.646  1591  1591 D EmulatedCamera_QemuClient: Emulated camera list: 
08-02 16:05:59.647  1613  1613 W thermalserviced: Unable to get Thermal HAL V1.1, vendor thermal event notification not available
08-02 16:05:59.647  1591  1591 I EmulatedCamera_FakeCamera3: Constructing emulated fake camera 3: ID 0, facing back
08-02 16:05:59.648  1591  1591 I EmulatedCamera_FakeCamera3: Camera 0 capabilities:
08-02 16:05:59.648  1591  1591 I EmulatedCamera_FakeCamera3:   BACKWARD_COMPATIBLE
08-02 16:05:59.648  1591  1591 I EmulatedCamera_FakeCamera3:   MANUAL_SENSOR
08-02 16:05:59.648  1591  1591 I EmulatedCamera_FakeCamera3:   MANUAL_POST_PROCESSING
08-02 16:05:59.648  1591  1591 I EmulatedCamera_FakeCamera3:   READ_SENSOR_SETTINGS
08-02 16:05:59.648  1591  1591 I EmulatedCamera_FakeCamera3:   BURST_CAPTURE
08-02 16:05:59.648  1591  1591 I EmulatedCamera_FakeCamera3:   FULL_LEVEL
08-02 16:05:59.648  1591  1591 I EmulatedCamera_FakeCamera3:   (null)
08-02 16:05:59.648  1591  1591 E EmulatedCamera_Factory: 1 cameras are being emulated. 1 of them are fake cameras.
08-02 16:05:59.648  1591  1591 E EmulatedCamera_HotplugThread: createFileIfNotExists: Could not create file '/data/misc/media/emulator.camera.hotplug.0', error: 'No such file or directory' (2)
08-02 16:05:59.648  1591  1591 I CamProvider@2.4-impl: Loaded "Emulated Camera Module" camera module
08-02 16:05:59.648  1591  1591 E CamProvider@2.4-impl: setUpVendorTags: Vendor tag operations not fully defined. Ignoring definitions.
08-02 16:05:59.648  1591  1591 E CamProvider@2.4-impl: initialize: Vendor tag setup failed, will not be available.
08-02 16:05:59.648  1591  1591 V EmulatedCamera_BaseCamera: getCameraInfo
08-02 16:05:59.652  1591  1591 I ServiceManagement: Removing namespace from process name android.hardware.camera.provider@2.4-service to provider@2.4-service.
08-02 16:05:59.656  1591  1591 I android.hardware.camera.provider@2.4-service: Registration complete for android.hardware.camera.provider@2.4::ICameraProvider/legacy/0.
08-02 16:05:59.673  1544  1544 I chatty  : uid=0(root) Binder:1544_2 expire 19 lines
08-02 16:05:59.678  1627  1627 I perfetto: probes.cc:56 Starting /system/bin/traced_probes service
08-02 16:05:59.678  1627  1627 I perfetto: probes_producer.cc:84 Disconnected from tracing service
08-02 16:05:59.679  1626  1626 W perfetto: service.cc:54 Started traced, listening on /dev/socket/traced_producer /dev/socket/traced_consumer
08-02 16:05:59.682  1544  1630 I chatty  : uid=0(root) Binder:1544_2 expire 1923 lines
08-02 16:05:59.713  1589  1589 I ServiceManagement: Removing namespace from process name android.hardware.audio@2.0-service to audio@2.0-service.
08-02 16:05:59.713  1589  1589 I audiohalservice: Registration complete for android.hardware.audio@4.0::IDevicesFactory/default.
08-02 16:05:59.725  1589  1589 I audiohalservice: Registration complete for android.hardware.audio.effect@4.0::IEffectsFactory/default.
08-02 16:05:59.725  1536  1536 W hwservicemanager: getTransport: Cannot find entry android.hardware.soundtrigger@2.1::ISoundTriggerHw/default in either framework or device manifest.
08-02 16:05:59.728  1589  1589 E audiohalservice: Could not get passthrough implementation for android.hardware.soundtrigger@2.1::ISoundTriggerHw/default.
08-02 16:05:59.728  1536  1536 W hwservicemanager: getTransport: Cannot find entry android.hardware.soundtrigger@2.0::ISoundTriggerHw/default in either framework or device manifest.
08-02 16:05:59.733  1589  1589 E SoundTriggerHalImpl: couldn't load sound trigger module sound_trigger.primary (No such file or directory)
08-02 16:05:59.734  1589  1589 I audiohalservice: Registration complete for android.hardware.soundtrigger@2.0::ISoundTriggerHw/default.
08-02 16:05:59.734  1536  1536 W hwservicemanager: getTransport: Cannot find entry android.hardware.bluetooth.a2dp@1.0::IBluetoothAudioOffload/default in either framework or device manifest.
08-02 16:05:59.734  1589  1589 E audiohalservice: Could not get passthrough implementation for android.hardware.bluetooth.a2dp@1.0::IBluetoothAudioOffload/default.
08-02 16:05:59.734  1589  1589 W audiohalservice: Could not register Bluetooth audio offload 1.0
08-02 16:05:59.753  1645  1645 D vold_prepare_subdirs: Setting up mode 700 uid 0 gid 0 context u:object_r:vold_data_file:s0 on path: /data/misc_de/0/vold
08-02 16:05:59.753  1645  1645 D vold_prepare_subdirs: Setting up mode 700 uid 0 gid 0 context u:object_r:storaged_data_file:s0 on path: /data/misc_de/0/storaged
08-02 16:05:59.753  1645  1645 D vold_prepare_subdirs: Setting up mode 700 uid 1000 gid 1000 context u:object_r:fingerprint_vendor_data_file:s0 on path: /data/vendor_de/0/fpdata
08-02 16:05:59.755  1544  1544 I vold_prepare_subdirs: SELinux: Loaded file_contexts
08-02 16:05:59.768  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::startGraphicsAllocatorService retrieved: 0
08-02 16:05:59.771  1648  1648 I /system/bin/tzdatacheck: timezone distro dir /data/misc/zoneinfo/current does not exist. No action required.
08-02 16:05:59.773  1612  1612 I SurfaceFlinger: Using HWComposer service: 'default'
08-02 16:05:59.773  1612  1612 I SurfaceFlinger: SurfaceFlinger is starting
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::vsyncEventPhaseOffsetNs retrieved: 1000000 (default)
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::vsyncSfEventPhaseOffsetNs retrieved: 1000000 (default)
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasSyncFramework retrieved: 1
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::presentTimeOffsetFromVSyncNs retrieved: 0
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::useHwcForRGBtoYUV retrieved: 0
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::maxVirtualDisplaySize retrieved: 0 (default)
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::useVrFlinger retrieved: 0 (default)
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::maxFrameBufferAcquiredBuffers retrieved: 3
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasWideColorDisplay retrieved: 0
08-02 16:05:59.774  1536  1536 W hwservicemanager: getTransport: Cannot find entry android.hardware.configstore@1.1::ISurfaceFlingerConfigs/default in either framework or device manifest.
08-02 16:05:59.774  1612  1612 I ConfigStore: android::hardware::configstore::V1_1::ISurfaceFlingerConfigs::primaryDisplayOrientation retrieved: ORIENTATION_0 (default)
08-02 16:05:59.774  1612  1612 I SurfaceFlinger: Enabling HWC virtual displays
08-02 16:05:59.774  1612  1612 I SurfaceFlinger: Disabling Triple Buffering
08-02 16:05:59.774  1612  1612 I SurfaceFlinger: Treble testing override: 'false'
08-02 16:05:59.774  1612  1612 I SurfaceFlinger: SurfaceFlinger's main thread ready to run. Initializing graphics H/W...
08-02 16:05:59.774  1612  1612 I SurfaceFlinger: Phase offest NS: 1000000
08-02 16:05:59.774  1612  1612 D libEGL  : Emulator has host GPU support, qemu.gles is set to 1.
08-02 16:05:59.780  1612  1612 E vndksupport: Could not load /vendor/lib/egl/libGLES_emulation.so from sphal namespace: dlopen failed: library "/vendor/lib/egl/libGLES_emulation.so" not found.
08-02 16:05:59.780  1612  1612 E libEGL  : load_driver(/vendor/lib/egl/libGLES_emulation.so): unknown
08-02 16:05:59.787  1612  1612 D libEGL  : loaded /vendor/lib/egl/libEGL_emulation.so
08-02 16:05:59.789  1612  1612 D libEGL  : loaded /vendor/lib/egl/libGLESv1_CM_emulation.so
08-02 16:05:59.796  1612  1612 D libEGL  : loaded /vendor/lib/egl/libGLESv2_emulation.so
08-02 16:05:59.804  1612  1612 D HostConnection: HostConnection::get() New Host Connection established 0xec8a4410, tid 1612
08-02 16:05:59.814  1612  1612 D HostConnection: HostComposition ext ANDROID_EMU_CHECKSUM_HELPER_v1 ANDROID_EMU_native_sync_v2 ANDROID_EMU_native_sync_v3 ANDROID_EMU_native_sync_v4 ANDROID_EMU_dma_v1 ANDROID_EMU_YUV420_888_to_NV21 ANDROID_EMU_YUV_Cache ANDROID_EMU_sync_buffer_data GL_OES_EGL_image_external_essl3 GL_OES_vertex_array_object GL_KHR_texture_compression_astc_ldr ANDROID_EMU_host_side_tracing ANDROID_EMU_gles_max_version_3_0 
08-02 16:05:59.817  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasWideColorDisplay retrieved: 0
08-02 16:05:59.818  1612  1612 I ConfigStore: android::hardware::configstore::V1_0::ISurfaceFlingerConfigs::hasHDRDisplay retrieved: 0
08-02 16:05:59.818  1612  1612 I SurfaceFlinger: EGL information:
08-02 16:05:59.818  1612  1612 I SurfaceFlinger: vendor    : Android
08-02 16:05:59.818  1612  1612 I SurfaceFlinger: version   : 1.4 Android META-EGL
08-02 16:05:59.818  1612  1612 I SurfaceFlinger: extensions: EGL_KHR_get_all_proc_addresses EGL_ANDROID_presentation_time EGL_KHR_swap_buffers_with_damage EGL_ANDROID_get_native_client_buffer EGL_ANDROID_front_buffer_auto_refresh EGL_ANDROID_get_frame_timestamps EGL_EXT_surface_SMPTE2086_metadata EGL_EXT_surface_CTA861_3_metadata EGL_KHR_image EGL_KHR_image_base EGL_KHR_gl_texture_2D_image EGL_KHR_fence_sync EGL_KHR_create_context EGL_ANDROID_image_native_buffer EGL_KHR_wait_sync EGL_ANDROID_recordable 
08-02 16:05:59.818  1612  1612 I SurfaceFlinger: Client API: OpenGL_ES
08-02 16:05:59.818  1612  1612 I SurfaceFlinger: EGLSurface: 8-8-8-8, config=0x2
08-02 16:05:59.819  1612  1612 D eglCodecCommon: setVertexArrayObject: set vao to 0 (0) 0 0
08-02 16:05:59.819  1612  1612 D EGL_emulation: eglCreateContext: 0xec8a0ae0: maj 3 min 0 rcv 3
08-02 16:05:59.819  1612  1612 D EGL_emulation: eglMakeCurrent: 0xec8a0ae0: ver 3 0 (tinfo 0xec89c310)
08-02 16:05:59.822  1612  1612 I SurfaceFlinger: OpenGL ES informations:
08-02 16:05:59.822  1612  1612 I SurfaceFlinger: vendor    : Google (ATI Technologies Inc.)
08-02 16:05:59.822  1612  1612 I SurfaceFlinger: renderer  : Android Emulator OpenGL ES Translator (AMD Radeon Pro 5300M OpenGL Engine)
08-02 16:05:59.822  1612  1612 I SurfaceFlinger: version   : OpenGL ES 3.0 (4.1 ATI-4.8.101)
08-02 16:05:59.822  1612  1612 I SurfaceFlinger: extensions: GL_EXT_debug_marker GL_EXT_robustness GL_OES_EGL_sync GL_OES_EGL_image GL_OES_EGL_image_external GL_OES_depth24 GL_OES_depth32 GL_OES_element_index_uint GL_OES_texture_float GL_OES_texture_float_linear GL_OES_compressed_paletted_texture GL_OES_compressed_ETC1_RGB8_texture GL_OES_depth_texture GL_OES_texture_npot GL_OES_rgb8_rgba8 GL_EXT_color_buffer_float GL_EXT_color_buffer_half_float GL_EXT_texture_format_BGRA8888 GL_APPLE_texture_format_BGRA8888 ANDROID_EMU_CHECKSUM_HELPER_v1 ANDROID_EMU_native_sync_v2 ANDROID_EMU_native_sync_v3 ANDROID_EMU_native_sync_v4 ANDROID_EMU_dma_v1 ANDROID_EMU_YUV420_888_to_NV21 ANDROID_EMU_YUV_Cache ANDROID_EMU_sync_buffer_data GL_OES_EGL_image_external_essl3 GL_OES_vertex_array_object GL_KHR_texture_compression_astc_ldr ANDROID_EMU_host_side_tracing ANDROID_EMU_gles_max_version_3_0 
08-02 16:05:59.822  1612  1612 I SurfaceFlinger: GL_MAX_TEXTURE_SIZE = 16384
08-02 16:05:59.822  1612  1612 I SurfaceFlinger: GL_MAX_VIEWPORT_DIMS = 16384
08-02 16:05:59.846  1599  1599 D HostConnection: HostComposition ext ANDROID_EMU_CHECKSUM_HELPER_v1 ANDROID_EMU_native_sync_v2 ANDROID_EMU_native_sync_v3 ANDROID_EMU_native_sync_v4 ANDROID_EMU_dma_v1 ANDROID_EMU_YUV420_888_to_NV21 ANDROID_EMU_YUV_Cache ANDROID_EMU_sync_buffer_data GL_OES_EGL_image_external_essl3 GL_OES_vertex_array_object GL_KHR_texture_compression_astc_ldr ANDROID_EMU_host_side_tracing ANDROID_EMU_gles_max_version_3_0 
08-02 16:05:59.846  1599  1599 D gralloc_ranchu: gralloc_alloc: Creating ashmem region of size 8298496
08-02 16:05:59.847  1599  1599 E eglCodecCommon: GoldfishAddressSpaceHostMemoryAllocator: ioctl_ping failed for device_type=5, ret=-1
08-02 16:05:59.847  1612  1612 D HostConnection: createUnique: call
08-02 16:05:59.847  1612  1612 D HostConnection: HostConnection::get() New Host Connection established 0xec8a5b30, tid 1612
08-02 16:05:59.858  1612  1612 D HostConnection: HostComposition ext ANDROID_EMU_CHECKSUM_HELPER_v1 ANDROID_EMU_native_sync_v2 ANDROID_EMU_native_sync_v3 ANDROID_EMU_native_sync_v4 ANDROID_EMU_dma_v1 ANDROID_EMU_YUV420_888_to_NV21 ANDROID_EMU_YUV_Cache ANDROID_EMU_sync_buffer_data GL_OES_EGL_image_external_essl3 GL_OES_vertex_array_object GL_KHR_texture_compression_astc_ldr ANDROID_EMU_host_side_tracing ANDROID_EMU_gles_max_version_3_0 
08-02 16:05:59.858  1612  1612 E eglCodecCommon: GoldfishAddressSpaceHostMemoryAllocator: ioctl_ping failed for device_type=5, ret=-1
08-02 16:05:59.859  1612  1612 E HWComposer: getSupportedPerFrameMetadata: getSupportedPerFrameMetadata failed for display 0: Unsupported (8)
08-02 16:05:59.859  1599  1599 D gralloc_ranchu: gralloc_alloc: Creating ashmem region of size 8298496
08-02 16:05:59.859  1599  1661 D gralloc_ranchu: gralloc_alloc: Creating ashmem region of size 8298496
08-02 16:05:59.860  1612  1612 D EGL_emulation: eglMakeCurrent: 0xec8a0ae0: ver 3 0 (tinfo 0xec89c310)
08-02 16:05:59.945  1612  1612 D SurfaceFlinger: shader cache generated - 24 shaders in 83.437973 ms
08-02 16:05:59.945  1609  1609 I FastMixerState: sMaxFastTracks = 8
08-02 16:05:59.949  1612  1612 D SurfaceFlinger: Set power mode=2, type=0 flinger=0xec8c6000
08-02 16:05:59.951  1612  1612 D SurfaceFlinger: Finished set power mode=2, type=0
08-02 16:05:59.957  1609  1609 V MediaUtils: physMem: 2096123904
08-02 16:05:59.957  1609  1609 V MediaUtils: requested limit: 419224780
08-02 16:05:59.957  1609  1609 V MediaUtils: cfi shadow size: 32768
08-02 16:05:59.957  1609  1609 V MediaUtils: actual limit: 419257548
08-02 16:05:59.957  1609  1609 V MediaUtils: original limits: 4294967295/4294967295
08-02 16:05:59.957  1609  1609 V MediaUtils: new limits: 419257548/4294967295
08-02 16:05:59.958  1609  1609 I audioserver: ServiceManager: 0xf3c1aa60
08-02 16:05:59.959  1609  1609 W BatteryNotifier: batterystats service unavailable!
08-02 16:05:59.960  1536  1536 W hwservicemanager: getTransport: Cannot find entry android.hardware.audio@4.0::IDevicesFactory/msd in either framework or device manifest.
08-02 16:05:59.961  1609  1609 I AudioFlinger: Using default 3000 mSec as standby time.
08-02 16:05:59.967  1609  1609 I APM::ConfigParsingUtils: loadAudioPolicyConfig() loaded /vendor/etc/audio_policy.conf
08-02 16:05:59.972  1589  1668 D audio_hw_generic: Emulator host-side ALSA audio emulation detected.
08-02 16:05:59.972  1589  1668 D audio_hw_generic: mixer 0 name Master Playback Volume
08-02 16:05:59.972  1589  1668 D audio_hw_generic: set ctl 0 to 100
08-02 16:05:59.972  1589  1668 D audio_hw_generic: set ctl 1 to 100
08-02 16:05:59.972  1589  1668 D audio_hw_generic: mixer 1 name Master Playback Switch
08-02 16:05:59.972  1589  1668 D audio_hw_generic: set ctl 0 to 1
08-02 16:05:59.973  1589  1668 D audio_hw_generic: set ctl 1 to 1
08-02 16:05:59.973  1589  1668 D audio_hw_generic: mixer 2 name Capture Volume
08-02 16:05:59.973  1589  1668 D audio_hw_generic: set ctl 0 to 100
08-02 16:05:59.973  1589  1668 D audio_hw_generic: set ctl 1 to 100
08-02 16:05:59.973  1589  1668 D audio_hw_generic: mixer 3 name Capture Switch
08-02 16:05:59.973  1589  1668 D audio_hw_generic: set ctl 0 to 1
08-02 16:05:59.973  1589  1668 D audio_hw_generic: set ctl 1 to 1
08-02 16:05:59.973  1589  1668 D audio_hw_generic: mixer 4 name Line Phantom Jack
